figure_id,token_id,type,word,sentence_id,left_edge,right_edge,tag,tag_equiv,depth,stem
320,1,Isocolon,the,118,209,212,DT,DT,12,the
320,2,Isocolon,Constitution,118,212,224,NNP,NN,12,Constitut
320,3,Isocolon,are,119,116,119,VBP,VB,6,ar
320,4,Isocolon,the,119,119,122,DT,DT,5,the
320,5,Isocolon,people,119,122,128,NNS,NN,5,peopl
321,0,Isocolon,My,120,0,2,PRP$,WP,8,My
321,1,Isocolon,vote,120,2,6,NN,NN,8,vote
321,2,Isocolon,Our,122,0,3,PRP$,WP,13,Our
321,3,Isocolon,duty,122,3,7,NN,NN,13,duti
321,4,Isocolon,their,124,246,251,PRP$,WP,3,their
321,5,Isocolon,bedroom,124,251,258,NN,NN,3,bedroom
322,0,Isocolon,any,120,29,32,DT,DT,2,ani
322,1,Isocolon,person,120,32,38,NN,NN,2,person
322,2,Isocolon,outside,120,38,45,IN,IN,2,outsid
322,3,Isocolon,the,120,45,48,DT,DT,1,the
322,4,Isocolon,House,120,48,53,NNP,NN,1,Hous
322,5,Isocolon,the,122,39,42,DT,DT,7,the
322,6,Isocolon,holding,122,42,49,NN,NN,7,hold
322,7,Isocolon,of,122,49,51,IN,IN,7,of
322,8,Isocolon,a,122,51,52,DT,DT,6,a
322,9,Isocolon,referendum,122,52,62,NN,NN,6,referendum
323,0,Isocolon,Political,123,0,9,JJ,JJ,13,Polit
323,1,Isocolon,parties,123,9,16,NNS,NN,13,parti
323,2,Isocolon,and,123,16,19,CC,CC,13,and
323,3,Isocolon,individuals,123,19,30,NNS,NN,13,individu
323,4,Isocolon,Irish,124,159,164,JJ,JJ,6,Irish
323,5,Isocolon,girls,124,164,169,NNS,NN,6,girl
323,6,Isocolon,and,124,169,172,CC,CC,6,and
323,7,Isocolon,women,124,172,177,NNS,NN,6,women
324,0,Isocolon,next,124,28,32,JJ,JJ,14,next
324,1,Isocolon,Saturday,124,32,40,NNP,NN,14,Saturdai
324,2,Isocolon,next,124,112,116,JJ,JJ,11,next
324,3,Isocolon,year,124,116,120,NN,NN,11,year
324,4,Isocolon,other,124,214,219,JJ,JJ,4,other
324,5,Isocolon,countries,124,219,228,NNS,NN,4,countri
325,0,Chiasmus,have,4,52,56,VBP,VB,7,have
325,1,Chiasmus,never,4,56,61,RB,RB,6,never
325,2,Chiasmus,had,4,61,64,VBN,VB,6,had
325,3,Chiasmus,have,5,86,90,VBP,VB,13,have
325,4,Chiasmus,never,5,90,95,RB,RB,12,never
325,5,Chiasmus,had,5,95,98,VBN,VB,12,had
326,0,Chiasmus,to,4,77,79,TO,TO,4,to
326,1,Chiasmus,cast,4,79,83,VB,VB,3,cast
326,2,Chiasmus,an,4,83,85,DT,DT,2,an
326,3,Chiasmus,opinion,4,85,92,NN,NN,2,opinion
326,4,Chiasmus,an,5,98,100,DT,DT,11,an
326,5,Chiasmus,opportunity,5,100,111,NN,NN,11,opportun
326,6,Chiasmus,to,5,111,113,TO,TO,10,to
326,7,Chiasmus,cast,5,113,117,VB,VB,9,cast
327,0,Chiasmus,are,5,63,66,VBP,VB,2,ar
327,1,Chiasmus,most,5,66,70,RBS,RB,1,most
327,2,Chiasmus,affected,5,70,78,VBN,VB,1,affect
327,3,Chiasmus,have,5,86,90,VBP,VB,13,have
327,4,Chiasmus,never,5,90,95,RB,RB,12,never
327,5,Chiasmus,had,5,95,98,VBN,VB,12,had
328,0,Chiasmus,grappling,6,61,70,VBG,VB,4,grappl
328,1,Chiasmus,with,6,70,74,IN,IN,3,with
328,2,Chiasmus,this,6,74,78,DT,DT,2,thi
328,3,Chiasmus,issue,6,78,83,NN,NN,2,issu
328,4,Chiasmus,on,8,4,6,IN,IN,3,on
328,5,Chiasmus,the,8,6,9,DT,DT,2,the
328,6,Chiasmus,committee,8,9,18,NN,NN,2,committe
328,7,Chiasmus,chaired,8,18,25,VBD,VB,5,chair
329,0,Chiasmus,sat,8,1,4,VBD,VB,4,sat
329,1,Chiasmus,on,8,4,6,IN,IN,3,on
329,2,Chiasmus,the,8,6,9,DT,DT,2,the
329,3,Chiasmus,committee,8,9,18,NN,NN,2,committe
329,4,Chiasmus,as,9,47,49,IN,IN,7,as
329,5,Chiasmus,an,9,49,51,DT,DT,6,an
329,6,Chiasmus,Oireachtas,9,51,61,NNPS,NN,6,Oireachta
329,7,Chiasmus,tried,9,61,66,VBD,VB,8,tri
330,0,Chiasmus,The,20,0,3,DT,DT,3,The
330,1,Chiasmus,committee,20,3,12,NN,NN,3,committe
330,2,Chiasmus,did,20,12,15,VBD,VB,3,did
330,3,Chiasmus,respect,22,1,8,VB,VB,4,respect
330,4,Chiasmus,every,22,8,13,DT,DT,2,everi
330,5,Chiasmus,one,22,13,16,NN,NN,2,on
331,0,Chiasmus,we,23,54,56,PRP,WP,12,we
331,1,Chiasmus,in,23,56,58,IN,IN,12,in
331,2,Chiasmus,this,23,58,62,DT,DT,11,thi
331,3,Chiasmus,Chamber,23,62,69,NNP,NN,11,Chamber
331,4,Chiasmus,of,24,96,98,IN,IN,8,of
331,5,Chiasmus,the,24,98,101,DT,DT,6,the
331,6,Chiasmus,week,24,101,105,NN,NN,6,week
331,7,Chiasmus,who,24,105,108,WP,WP,5,who
332,0,Chiasmus,The,26,0,3,DT,DT,8,The
332,1,Chiasmus,Minister,26,3,11,NNP,NN,8,Minist
332,2,Chiasmus,outlined,26,11,19,VBD,VB,8,outlin
332,3,Chiasmus,left,26,42,46,VBN,VB,4,left
332,4,Chiasmus,this,26,46,50,DT,DT,2,thi
332,5,Chiasmus,State,26,50,55,NN,NN,2,State
333,0,Chiasmus,contributing,32,27,39,VBG,VB,14,contribut
333,1,Chiasmus,in,32,39,41,IN,IN,13,in
333,2,Chiasmus,this,32,41,45,DT,DT,12,thi
333,3,Chiasmus,debate,32,45,51,NN,NN,12,debat
333,4,Chiasmus,that,32,76,80,IN,IN,7,that
333,5,Chiasmus,the,32,80,83,DT,DT,5,the
333,6,Chiasmus,issue,32,83,88,NN,NN,5,issu
333,7,Chiasmus,goes,32,88,92,VBZ,VB,5,goe
334,0,Chiasmus,as,32,100,102,IN,IN,4,as
334,1,Chiasmus,a,32,102,103,DT,DT,2,a
334,2,Chiasmus,generation,32,103,113,NN,NN,2,gener
334,3,Chiasmus,of,32,113,115,IN,IN,2,of
334,4,Chiasmus,politicians,32,115,126,NNS,NN,1,politician
334,5,Chiasmus,in,33,55,57,IN,IN,7,in
334,6,Chiasmus,light,33,57,62,NN,NN,5,light
334,7,Chiasmus,of,33,62,64,IN,IN,5,of
334,8,Chiasmus,the,33,64,67,DT,DT,4,the
334,9,Chiasmus,fact,33,67,71,NN,NN,4,fact
335,0,Chiasmus,have,36,7,11,VBP,VB,16,have
335,1,Chiasmus,an,36,11,13,DT,DT,15,an
335,2,Chiasmus,opportunity,36,13,24,NN,NN,15,opportun
335,3,Chiasmus,a,37,29,30,DT,DT,5,a
335,4,Chiasmus,woman,37,30,35,NN,NN,5,woman
335,5,Chiasmus,becomes,37,35,42,VBZ,VB,5,becom
336,0,Chiasmus,have,37,8,12,VB,VB,9,have
336,1,Chiasmus,a,37,12,13,DT,DT,7,a
336,2,Chiasmus,situation,37,13,22,NN,NN,7,situat
336,3,Chiasmus,a,37,29,30,DT,DT,5,a
336,4,Chiasmus,woman,37,30,35,NN,NN,5,woman
336,5,Chiasmus,becomes,37,35,42,VBZ,VB,5,becom
337,0,Chiasmus,the,39,20,23,DT,DT,3,the
337,1,Chiasmus,committee,39,23,32,NN,NN,3,committe
337,2,Chiasmus,arrived,39,32,39,VBD,VB,3,arriv
337,3,Chiasmus,be,40,83,85,VB,VB,4,be
337,4,Chiasmus,a,40,85,86,DT,DT,2,a
337,5,Chiasmus,change,40,86,92,NN,NN,2,chang
338,0,Chiasmus,be,40,83,85,VB,VB,4,be
338,1,Chiasmus,a,40,85,86,DT,DT,2,a
338,2,Chiasmus,change,40,86,92,NN,NN,2,chang
338,3,Chiasmus,The,41,0,3,DT,DT,2,The
338,4,Chiasmus,assembly,41,3,11,NN,NN,2,assembl
338,5,Chiasmus,outlined,41,11,19,VBD,VB,2,outlin
339,0,Chiasmus,The,41,0,3,DT,DT,2,The
339,1,Chiasmus,assembly,41,3,11,NN,NN,2,assembl
339,2,Chiasmus,outlined,41,11,19,VBD,VB,2,outlin
339,3,Chiasmus,is,42,65,67,VBZ,VB,20,is
339,4,Chiasmus,the,42,68,71,DT,DT,17,the
339,5,Chiasmus,article,42,71,78,NN,NN,17,articl
340,0,Chiasmus,removed,42,90,97,VBN,VB,15,remov
340,1,Chiasmus,from,42,97,101,IN,IN,13,from
340,2,Chiasmus,the,42,101,104,DT,DT,12,the
340,3,Chiasmus,Constitution,42,104,116,NNP,NN,12,Constitut
340,4,Chiasmus,that,43,43,47,IN,IN,5,that
340,5,Chiasmus,the,43,47,50,DT,DT,3,the
340,6,Chiasmus,committee,43,50,59,NN,NN,3,committe
340,7,Chiasmus,sought,43,59,65,VBD,VB,2,sought
341,0,Chiasmus,even,44,29,33,RB,RB,4,even
341,1,Chiasmus,be,44,33,35,VB,VB,4,be
341,2,Chiasmus,given,44,35,40,VBN,VB,3,given
341,3,Chiasmus,do,45,5,7,VBP,VB,15,do
341,4,Chiasmus,know,45,7,11,VB,VB,14,know
341,5,Chiasmus,however,45,12,19,RB,RB,17,howev
342,0,Chiasmus,to,45,60,62,TO,TO,8,to
342,1,Chiasmus,be,45,62,64,VB,VB,7,be
342,2,Chiasmus,the,45,64,67,DT,DT,5,the
342,3,Chiasmus,bulwark,45,67,74,NN,NN,5,bulwark
342,4,Chiasmus,every,46,90,95,DT,DT,2,everi
342,5,Chiasmus,day,46,95,98,NN,NN,2,dai
342,6,Chiasmus,to,46,98,100,TO,TO,3,to
342,7,Chiasmus,fly,46,100,103,VB,VB,2,fly
343,0,Chiasmus,every,46,90,95,DT,DT,2,everi
343,1,Chiasmus,day,46,95,98,NN,NN,2,dai
343,2,Chiasmus,to,46,98,100,TO,TO,3,to
343,3,Chiasmus,fly,46,100,103,VB,VB,2,fly
343,4,Chiasmus,to,47,45,47,TO,TO,3,to
343,5,Chiasmus,grasp,47,47,52,VB,VB,2,grasp
343,6,Chiasmus,this,47,52,56,DT,DT,1,thi
343,7,Chiasmus,issue,47,56,61,NN,NN,1,issu
344,0,Chiasmus,to,47,45,47,TO,TO,3,to
344,1,Chiasmus,grasp,47,47,52,VB,VB,2,grasp
344,2,Chiasmus,this,47,52,56,DT,DT,1,thi
344,3,Chiasmus,issue,47,56,61,NN,NN,1,issu
344,4,Chiasmus,the,48,118,121,DT,DT,14,the
344,5,Chiasmus,people,48,121,127,NNS,NN,14,peopl
344,6,Chiasmus,to,48,127,129,TO,TO,13,to
344,7,Chiasmus,make,48,129,133,VB,VB,12,make
345,0,Chiasmus,allowing,48,110,118,VBG,VB,15,allow
345,1,Chiasmus,the,48,118,121,DT,DT,14,the
345,2,Chiasmus,people,48,121,127,NNS,NN,14,peopl
345,3,Chiasmus,a,50,35,36,DT,DT,10,a
345,4,Chiasmus,repeal,50,36,42,NN,NN,10,repeal
345,5,Chiasmus,simpliciteror,50,42,55,VBP,VB,8,simpliciteror
346,0,Chiasmus,their,48,133,138,PRP$,WP,11,their
346,1,Chiasmus,decision,48,138,146,NN,NN,11,decis
346,2,Chiasmus,based,48,146,151,VBN,VB,11,base
346,3,Chiasmus,expressed,50,5,14,VBN,VB,16,express
346,4,Chiasmus,my,50,14,16,PRP$,WP,15,my
346,5,Chiasmus,view,50,16,20,NN,NN,15,view
347,0,Chiasmus,a,50,35,36,DT,DT,10,a
347,1,Chiasmus,repeal,50,36,42,NN,NN,10,repeal
347,2,Chiasmus,simpliciteror,50,42,55,VBP,VB,8,simpliciteror
347,3,Chiasmus,giving,52,34,40,VBG,VB,7,give
347,4,Chiasmus,the,52,40,43,DT,DT,6,the
347,5,Chiasmus,Oireachtas,52,43,53,NNPS,NN,6,Oireachta
348,0,Chiasmus,if,56,120,122,IN,IN,14,if
348,1,Chiasmus,the,56,122,125,DT,DT,12,the
348,2,Chiasmus,Oireachtas,56,125,135,NNPS,NN,12,Oireachta
348,3,Chiasmus,is,56,135,137,VBZ,VB,12,is
348,4,Chiasmus,pass,57,89,93,VB,VB,5,pass
348,5,Chiasmus,in,57,93,95,IN,IN,4,in
348,6,Chiasmus,the,57,95,98,DT,DT,2,the
348,7,Chiasmus,event,57,98,103,NN,NN,2,event
349,0,Chiasmus,in,56,148,150,IN,IN,8,in
349,1,Chiasmus,the,56,150,153,DT,DT,6,the
349,2,Chiasmus,event,56,153,158,NN,NN,6,event
349,3,Chiasmus,of,56,158,160,IN,IN,6,of
349,4,Chiasmus,a,56,160,161,DT,DT,5,a
349,5,Chiasmus,repeal,56,161,167,NN,NN,5,repeal
349,6,Chiasmus,in,57,93,95,IN,IN,4,in
349,7,Chiasmus,the,57,95,98,DT,DT,2,the
349,8,Chiasmus,event,57,98,103,NN,NN,2,event
349,9,Chiasmus,of,57,103,105,IN,IN,2,of
349,10,Chiasmus,a,57,105,106,DT,DT,1,a
349,11,Chiasmus,repeal,57,106,112,NN,NN,1,repeal
350,0,Chiasmus,in,57,93,95,IN,IN,4,in
350,1,Chiasmus,the,57,95,98,DT,DT,2,the
350,2,Chiasmus,event,57,98,103,NN,NN,2,event
350,3,Chiasmus,of,57,103,105,IN,IN,2,of
350,4,Chiasmus,a,57,105,106,DT,DT,1,a
350,5,Chiasmus,repeal,57,106,112,NN,NN,1,repeal
350,6,Chiasmus,than,59,23,27,IN,IN,5,than
350,7,Chiasmus,the,59,27,30,DT,DT,3,the
350,8,Chiasmus,recommendations,59,30,45,NNS,NN,3,recommend
350,9,Chiasmus,of,59,45,47,IN,IN,3,of
350,10,Chiasmus,the,59,47,50,DT,DT,1,the
350,11,Chiasmus,Citizens,59,50,58,NNPS,NN,1,Citizen
351,0,Chiasmus,the,60,11,14,DT,DT,9,the
351,1,Chiasmus,assembly,60,14,22,NN,NN,9,assembl
351,2,Chiasmus,referred,60,22,30,VBD,VB,9,refer
351,3,Chiasmus,be,61,7,9,VB,VB,7,be
351,4,Chiasmus,a,61,9,10,DT,DT,4,a
351,5,Chiasmus,matter,61,10,16,NN,NN,4,matter
352,0,Chiasmus,stated,62,14,20,VBN,VB,8,state
352,1,Chiasmus,their,62,20,25,PRP$,WP,7,their
352,2,Chiasmus,desire,62,25,31,NN,NN,7,desir
352,3,Chiasmus,whose,63,12,17,WP$,WP,5,whose
352,4,Chiasmus,wife,63,17,21,NNS,NN,5,wife
352,5,Chiasmus,received,63,21,29,VBD,VB,4,receiv
353,0,Chiasmus,of,65,59,61,IN,IN,2,of
353,1,Chiasmus,that,65,61,65,DT,DT,1,that
353,2,Chiasmus,diagnosis,65,65,74,NN,NN,1,diagnosi
353,3,Chiasmus,wondering,65,74,83,VBG,VB,6,wonder
353,4,Chiasmus,what,65,83,87,WP,WP,4,what
353,5,Chiasmus,she,66,5,8,PRP,WP,6,she
353,6,Chiasmus,continue,66,8,16,VB,VB,6,continu
353,7,Chiasmus,with,66,16,20,IN,IN,4,with
353,8,Chiasmus,the,66,20,23,DT,DT,3,the
353,9,Chiasmus,pregnancy,66,23,32,NN,NN,3,pregnanc
354,0,Chiasmus,If,68,0,2,IN,IN,16,If
354,1,Chiasmus,they,68,2,6,PRP,WP,14,thei
354,2,Chiasmus,decided,68,6,13,VBD,VB,14,decid
354,3,Chiasmus,been,68,117,121,VBN,VB,14,been
354,4,Chiasmus,that,68,121,125,IN,IN,13,that
354,5,Chiasmus,they,68,125,129,PRP,WP,11,thei
355,0,Chiasmus,the,69,8,11,DT,DT,5,the
355,1,Chiasmus,decision,69,11,19,NN,NN,5,decis
355,2,Chiasmus,to,69,19,21,TO,TO,3,to
355,3,Chiasmus,go,69,21,23,VB,VB,2,go
355,4,Chiasmus,to,71,11,13,TO,TO,15,to
355,5,Chiasmus,terminate,71,13,22,VB,VB,14,termin
355,6,Chiasmus,the,71,22,25,DT,DT,13,the
355,7,Chiasmus,pregnancy,71,25,34,NN,NN,13,pregnanc
356,0,Chiasmus,have,75,32,36,VBP,VB,8,have
356,1,Chiasmus,shows,75,36,41,VBZ,VB,13,show
356,2,Chiasmus,that,75,41,45,IN,IN,12,that
356,3,Chiasmus,it,75,45,47,PRP,WP,10,it
356,4,Chiasmus,whether,77,92,99,IN,IN,11,whether
356,5,Chiasmus,they,77,99,103,PRP,WP,9,thei
356,6,Chiasmus,have,77,103,107,VBP,VB,9,have
356,7,Chiasmus,been,77,107,111,VBN,VB,8,been
357,0,Chiasmus,to,77,5,7,TO,TO,25,to
357,1,Chiasmus,put,77,7,10,VB,VB,24,put
357,2,Chiasmus,people,77,10,16,NNS,NN,22,peopl
357,3,Chiasmus,inquisition,77,60,71,NN,NN,16,inquisit
357,4,Chiasmus,to,77,71,73,TO,TO,14,to
357,5,Chiasmus,find,77,73,77,VB,VB,12,find
358,0,Chiasmus,to,77,5,7,TO,TO,25,to
358,1,Chiasmus,put,77,7,10,VB,VB,24,put
358,2,Chiasmus,people,77,10,16,NNS,NN,22,peopl
358,3,Chiasmus,who,77,16,19,WP,WP,21,who
358,4,Chiasmus,her,79,131,134,PRP$,WP,8,her
358,5,Chiasmus,clinician,79,134,143,NN,NN,8,clinician
358,6,Chiasmus,to,79,143,145,TO,TO,6,to
358,7,Chiasmus,determine,79,145,154,VB,VB,5,determin
359,0,Chiasmus,have,77,19,23,VBP,VB,20,have
359,1,Chiasmus,been,77,23,27,VBN,VB,19,been
359,2,Chiasmus,subjected,77,27,36,VBN,VB,18,subject
359,3,Chiasmus,have,77,103,107,VBP,VB,9,have
359,4,Chiasmus,been,77,107,111,VBN,VB,8,been
359,5,Chiasmus,raped,77,111,116,VBN,VB,7,rape
360,0,Chiasmus,inquisition,77,60,71,NN,NN,16,inquisit
360,1,Chiasmus,to,77,71,73,TO,TO,14,to
360,2,Chiasmus,find,77,73,77,VB,VB,12,find
360,3,Chiasmus,to,78,7,9,TO,TO,5,to
360,4,Chiasmus,have,78,9,13,VB,VB,4,have
360,5,Chiasmus,restrictions,78,13,25,NNS,NN,2,restrict
361,0,Chiasmus,determine,77,83,92,VB,VB,12,determin
361,1,Chiasmus,whether,77,92,99,IN,IN,11,whether
361,2,Chiasmus,they,77,99,103,PRP,WP,9,thei
361,3,Chiasmus,If,78,0,2,IN,IN,9,If
361,4,Chiasmus,we,78,2,4,PRP,WP,7,we
361,5,Chiasmus,are,78,4,7,VBP,VB,7,ar
362,0,Chiasmus,whether,77,92,99,IN,IN,11,whether
362,1,Chiasmus,they,77,99,103,PRP,WP,9,thei
362,2,Chiasmus,have,77,103,107,VBP,VB,9,have
362,3,Chiasmus,decided,79,89,96,VBD,VB,16,decid
362,4,Chiasmus,that,79,96,100,IN,IN,15,that
362,5,Chiasmus,it,79,100,102,PRP,WP,13,it
363,0,Chiasmus,If,78,0,2,IN,IN,9,If
363,1,Chiasmus,we,78,2,4,PRP,WP,7,we
363,2,Chiasmus,are,78,4,7,VBP,VB,7,ar
363,3,Chiasmus,decided,79,89,96,VBD,VB,16,decid
363,4,Chiasmus,that,79,96,100,IN,IN,15,that
363,5,Chiasmus,it,79,100,102,PRP,WP,13,it
364,0,Chiasmus,to,78,7,9,TO,TO,5,to
364,1,Chiasmus,have,78,9,13,VB,VB,4,have
364,2,Chiasmus,restrictions,78,13,25,NNS,NN,2,restrict
364,3,Chiasmus,clinician,79,134,143,NN,NN,8,clinician
364,4,Chiasmus,to,79,143,145,TO,TO,6,to
364,5,Chiasmus,determine,79,145,154,VB,VB,5,determin
365,0,Chiasmus,in,79,10,12,IN,IN,17,in
365,1,Chiasmus,the,79,12,15,DT,DT,15,the
365,2,Chiasmus,context,79,15,22,NN,NN,15,context
365,3,Chiasmus,of,79,22,24,IN,IN,15,of
365,4,Chiasmus,the,79,24,27,DT,DT,13,the
365,5,Chiasmus,recommendations,79,27,42,NNS,NN,13,recommend
365,6,Chiasmus,for,79,164,167,IN,IN,4,for
365,7,Chiasmus,a,79,167,168,DT,DT,2,a
365,8,Chiasmus,termination,79,168,179,NN,NN,2,termin
365,9,Chiasmus,within,79,179,185,IN,IN,2,within
365,10,Chiasmus,that,79,185,189,DT,DT,1,that
365,11,Chiasmus,period,79,189,195,NN,NN,1,period
366,0,Chiasmus,of,79,22,24,IN,IN,15,of
366,1,Chiasmus,the,79,24,27,DT,DT,13,the
366,2,Chiasmus,recommendations,79,27,42,NNS,NN,13,recommend
366,3,Chiasmus,of,79,42,44,IN,IN,13,of
366,4,Chiasmus,the,79,44,47,DT,DT,12,the
366,5,Chiasmus,committee,79,47,56,NN,NN,12,committe
366,6,Chiasmus,for,79,164,167,IN,IN,4,for
366,7,Chiasmus,a,79,167,168,DT,DT,2,a
366,8,Chiasmus,termination,79,168,179,NN,NN,2,termin
366,9,Chiasmus,within,79,179,185,IN,IN,2,within
366,10,Chiasmus,that,79,185,189,DT,DT,1,that
366,11,Chiasmus,period,79,189,195,NN,NN,1,period
367,0,Chiasmus,decided,79,89,96,VBD,VB,16,decid
367,1,Chiasmus,that,79,96,100,IN,IN,15,that
367,2,Chiasmus,it,79,100,102,PRP,WP,13,it
367,3,Chiasmus,whether,80,124,131,IN,IN,5,whether
367,4,Chiasmus,they,80,131,135,PRP,WP,3,thei
367,5,Chiasmus,were,80,135,139,VBD,VB,3,were
368,0,Chiasmus,address,80,13,20,VB,VB,20,address
368,1,Chiasmus,the,80,20,23,DT,DT,18,the
368,2,Chiasmus,issue,80,23,28,NN,NN,18,issu
368,3,Chiasmus,The,82,0,3,DT,DT,8,The
368,4,Chiasmus,Minister,82,3,11,NNP,NN,8,Minist
368,5,Chiasmus,spoke,82,11,16,VBD,VB,8,spoke
369,0,Chiasmus,telling,80,139,146,VBG,VB,2,tell
369,1,Chiasmus,the,80,146,149,DT,DT,1,the
369,2,Chiasmus,truth,80,149,154,NN,NN,1,truth
369,3,Chiasmus,The,82,0,3,DT,DT,8,The
369,4,Chiasmus,Minister,82,3,11,NNP,NN,8,Minist
369,5,Chiasmus,spoke,82,11,16,VBD,VB,8,spoke
370,0,Chiasmus,have,81,54,58,VBP,VB,13,have
370,1,Chiasmus,a,81,58,59,DT,DT,12,a
370,2,Chiasmus,duty,81,59,63,NN,NN,12,duti
370,3,Chiasmus,The,82,0,3,DT,DT,8,The
370,4,Chiasmus,Minister,82,3,11,NNP,NN,8,Minist
370,5,Chiasmus,spoke,82,11,16,VBD,VB,8,spoke
371,0,Chiasmus,have,81,75,79,VB,VB,7,have
371,1,Chiasmus,the,81,79,82,DT,DT,5,the
371,2,Chiasmus,space,81,82,87,NN,NN,5,space
371,3,Chiasmus,The,82,0,3,DT,DT,8,The
371,4,Chiasmus,Minister,82,3,11,NNP,NN,8,Minist
371,5,Chiasmus,spoke,82,11,16,VBD,VB,8,spoke
372,0,Chiasmus,The,82,0,3,DT,DT,8,The
372,1,Chiasmus,Minister,82,3,11,NNP,NN,8,Minist
372,2,Chiasmus,spoke,82,11,16,VBD,VB,8,spoke
372,3,Chiasmus,think,84,43,48,VBP,VB,14,think
372,4,Chiasmus,this,84,48,52,DT,DT,13,thi
372,5,Chiasmus,way,84,52,55,NN,NN,13,wai
373,0,Chiasmus,are,84,79,82,VBP,VB,11,ar
373,1,Chiasmus,effectively,84,82,93,RB,RB,10,effect
373,2,Chiasmus,saying,84,93,99,VBG,VB,10,sai
373,3,Chiasmus,are,84,122,125,VBP,VB,6,ar
373,4,Chiasmus,just,84,125,129,RB,RB,5,just
373,5,Chiasmus,using,84,129,134,VBG,VB,5,us
374,0,Chiasmus,are,84,122,125,VBP,VB,6,ar
374,1,Chiasmus,just,84,125,129,RB,RB,5,just
374,2,Chiasmus,using,84,129,134,VBG,VB,5,us
374,3,Chiasmus,do,86,1,3,VBP,VB,13,do
374,4,Chiasmus,not,86,3,6,RB,RB,13,not
374,5,Chiasmus,know,86,6,10,VB,VB,12,know
375,0,Chiasmus,grappled,87,53,61,VBD,VB,5,grappl
375,1,Chiasmus,before,87,61,67,IN,IN,4,befor
375,2,Chiasmus,they,87,67,71,PRP,WP,2,thei
375,3,Chiasmus,That,88,0,4,IN,IN,6,That
375,4,Chiasmus,it,88,4,6,PRP,WP,4,it
375,5,Chiasmus,is,88,6,8,VBZ,VB,4,is
376,0,Chiasmus,speak,91,52,57,VBP,VB,21,speak
376,1,Chiasmus,about,91,57,62,IN,IN,20,about
376,2,Chiasmus,these,91,62,67,DT,DT,19,these
376,3,Chiasmus,issues,91,67,73,NNS,NN,19,issu
376,4,Chiasmus,at,91,111,113,IN,IN,14,at
376,5,Chiasmus,the,91,113,116,DT,DT,13,the
376,6,Chiasmus,committee,91,116,125,NN,NN,13,committe
376,7,Chiasmus,heard,91,126,131,VBN,VB,16,heard
377,0,Chiasmus,at,91,111,113,IN,IN,14,at
377,1,Chiasmus,the,91,113,116,DT,DT,13,the
377,2,Chiasmus,committee,91,116,125,NN,NN,13,committe
377,3,Chiasmus,heard,91,126,131,VBN,VB,16,heard
377,4,Chiasmus,given,92,13,18,VBN,VB,3,given
377,5,Chiasmus,in,92,18,20,IN,IN,2,in
377,6,Chiasmus,this,92,20,24,DT,DT,1,thi
377,7,Chiasmus,debate,92,24,30,NN,NN,1,debat
378,0,Chiasmus,are,94,4,7,VBP,VB,8,ar
378,1,Chiasmus,to,94,7,9,TO,TO,6,to
378,2,Chiasmus,lead,94,9,13,VB,VB,5,lead
378,3,Chiasmus,to,94,62,64,TO,TO,7,to
378,4,Chiasmus,be,94,64,66,VB,VB,6,be
378,5,Chiasmus,expressed,94,66,75,VBN,VB,5,express
379,0,Chiasmus,by,94,13,15,IN,IN,4,by
379,1,Chiasmus,example,94,15,22,NN,NN,2,exampl
379,2,Chiasmus,in,94,22,24,IN,IN,2,in
379,3,Chiasmus,any,94,24,27,DT,DT,1,ani
379,4,Chiasmus,way,94,27,30,NN,NN,1,wai
379,5,Chiasmus,in,95,81,83,IN,IN,4,in
379,6,Chiasmus,a,95,83,84,DT,DT,2,a
379,7,Chiasmus,number,95,84,90,NN,NN,2,number
379,8,Chiasmus,of,95,90,92,IN,IN,2,of
379,9,Chiasmus,areas,95,92,97,NNS,NN,1,area
380,0,Chiasmus,pregnancy,104,13,22,NN,NN,4,pregnanc
380,1,Chiasmus,as,104,22,24,IN,IN,4,as
380,2,Chiasmus,a,104,24,25,DT,DT,2,a
380,3,Chiasmus,result,104,25,31,NN,NN,2,result
380,4,Chiasmus,of,105,58,60,IN,IN,3,of
380,5,Chiasmus,the,105,60,63,DT,DT,1,the
380,6,Chiasmus,Citizens,105,63,71,NNPS,NN,1,Citizen
380,7,Chiasmus,Assembly,105,72,80,NN,NN,2,Assembl
381,0,Chiasmus,just,110,28,32,RB,RB,8,just
381,1,Chiasmus,received,110,32,40,VBN,VB,8,receiv
381,2,Chiasmus,the,110,40,43,DT,DT,7,the
381,3,Chiasmus,the,112,7,10,DT,DT,5,the
381,4,Chiasmus,strongly,112,10,18,RB,RB,4,strongli
381,5,Chiasmus,held,112,18,22,VBN,VB,4,held
382,0,Chiasmus,The,111,0,3,DT,DT,8,The
382,1,Chiasmus,committee,111,3,12,NN,NN,8,committe
382,2,Chiasmus,did,111,12,15,VBD,VB,8,did
382,3,Chiasmus,be,111,73,75,VB,VB,4,be
382,4,Chiasmus,a,111,75,76,DT,DT,2,a
382,5,Chiasmus,ground,111,76,82,NN,NN,2,ground
383,0,Chiasmus,that,113,15,19,IN,IN,6,that
383,1,Chiasmus,the,113,19,22,DT,DT,4,the
383,2,Chiasmus,committee,113,22,31,NN,NN,4,committe
383,3,Chiasmus,was,113,31,34,VBD,VB,4,wa
383,4,Chiasmus,deliberated,114,2,13,VBD,VB,5,deliber
