sentence_id,token_id,word,left_edge,right_edge,tag,tag_equiv,depth,stem
79,16,looked,63,69,VBD,VB,16,look
79,17,at,69,71,IN,IN,15,at
79,18,the,71,74,DT,DT,14,the
79,19,12-week,74,81,JJ,JJ,14,12-week
79,20,limit,81,86,NN,NN,14,limit
79,21,and,86,89,CC,CC,17,and
79,22,decided,89,96,VBD,VB,16,decid
79,23,that,96,100,IN,IN,15,that
79,24,it,100,102,PRP,WP,13,it
79,25,should,102,108,MD,MD,13,should
79,26,be,108,110,VB,VB,12,be
79,27,a,110,111,DT,DT,10,a
79,28,matter,111,117,NN,NN,10,matter
79,29,for,117,120,IN,IN,10,for
79,30,the,120,123,DT,DT,8,the
79,31,woman,123,128,NN,NN,8,woman
79,32,and,128,131,CC,CC,9,and
79,33,her,131,134,PRP$,WP,8,her
79,34,clinician,134,143,NN,NN,8,clinician
79,35,to,143,145,TO,TO,6,to
79,36,determine,145,154,VB,VB,5,determin
79,37,the,154,157,DT,DT,4,the
79,38,reasons,157,164,NNS,NN,4,reason
79,39,for,164,167,IN,IN,4,for
79,40,a,167,168,DT,DT,2,a
79,41,termination,168,179,NN,NN,2,termin
79,42,within,179,185,IN,IN,2,within
79,43,that,185,189,DT,DT,1,that
79,44,period,189,195,NN,NN,1,period
79,45,.,195,196,.,.,21,.
80,0,That,0,4,DT,DT,21,That
80,1,would,4,9,MD,MD,21,would
80,2,also,9,13,RB,RB,20,also
80,3,address,13,20,VB,VB,20,address
80,4,the,20,23,DT,DT,18,the
80,5,issue,23,28,NN,NN,18,issu
80,6,of,28,30,IN,IN,18,of
80,7,incest,30,36,NN,NN,17,incest
80,8,and,36,39,CC,CC,17,and
80,9,rape,39,43,NN,NN,17,rape
80,10,in,43,45,IN,IN,19,in
80,11,the,45,48,DT,DT,17,the
80,12,vast,48,52,JJ,JJ,17,vast
80,13,majority,52,60,NN,NN,17,major
80,14,of,60,62,IN,IN,17,of
80,15,cases,62,67,NNS,NN,15,case
80,16,in,67,69,IN,IN,14,in
80,17,that,69,73,WDT,WDT,13,that
80,18,we,73,75,PRP,WP,13,we
80,19,would,75,80,MD,MD,13,would
80,20,not,80,83,RB,RB,13,not
80,21,need,83,87,VB,VB,12,need
80,22,to,87,89,TO,TO,10,to
80,23,have,89,93,VB,VB,9,have
80,24,an,93,95,DT,DT,6,an
80,25,inquisition,95,106,NN,NN,6,inquisit
80,26,of,106,108,IN,IN,6,of
80,27,women,108,113,NNS,NN,5,women
80,28,to,113,115,TO,TO,7,to
80,29,establish,115,124,VB,VB,6,establish
80,30,whether,124,131,IN,IN,5,whether
80,31,they,131,135,PRP,WP,3,thei
80,32,were,135,139,VBD,VB,3,were
80,33,telling,139,146,VBG,VB,2,tell
80,34,the,146,149,DT,DT,1,the
80,35,truth,149,154,NN,NN,1,truth
80,36,.,154,155,.,.,22,.
81,0,I,0,1,PRP,WP,18,I
81,1,firmly,1,7,RB,RB,18,firmli
81,2,believe,7,14,VBP,VB,18,believ
81,3,we,14,16,PRP,WP,14,we
81,4,should,16,22,MD,MD,14,should
81,5,trust,22,27,VB,VB,13,trust
81,6,women,27,32,NNS,NN,12,women
81,7,in,32,34,IN,IN,12,in
81,8,this,34,38,DT,DT,11,thi
81,9,context,38,45,NN,NN,11,context
81,10,and,45,48,CC,CC,17,and
81,11,that,48,52,IN,IN,16,that
81,12,we,52,54,PRP,WP,13,we
81,13,have,54,58,VBP,VB,13,have
81,14,a,58,59,DT,DT,12,a
81,15,duty,59,63,NN,NN,12,duti
81,16,to,63,65,TO,TO,10,to
81,17,ensure,65,71,VB,VB,9,ensur
81,18,they,71,75,PRP,WP,7,thei
81,19,have,75,79,VB,VB,7,have
81,20,the,79,82,DT,DT,5,the
81,21,space,82,87,NN,NN,5,space
81,22,",",87,88,",",",",6,","
81,23,with,88,92,IN,IN,5,with
81,24,their,92,97,PRP$,WP,4,their
81,25,clinicians,97,107,NNS,NN,4,clinician
81,26,",",107,108,",",",",6,","
81,27,to,108,110,TO,TO,5,to
81,28,make,110,114,VB,VB,4,make
81,29,the,114,117,DT,DT,2,the
81,30,best,117,121,JJS,JJ,2,best
81,31,decision,121,129,NN,NN,2,decis
81,32,for,129,132,IN,IN,2,for
81,33,themselves,132,142,PRP,WP,1,themselv
81,34,and,142,145,CC,CC,15,and
81,35,the,145,148,DT,DT,13,the
81,36,lives,148,153,NNS,NN,13,live
81,37,they,153,157,PRP,WP,13,thei
81,38,are,157,160,VBP,VB,13,ar
81,39,living,160,166,VBG,VB,12,live
81,40,.,166,167,.,.,19,.
82,0,The,0,3,DT,DT,8,The
82,1,Minister,3,11,NNP,NN,8,Minist
82,2,spoke,11,16,VBD,VB,8,spoke
82,3,about,16,21,IN,IN,7,about
82,4,the,21,24,DT,DT,5,the
82,5,age,24,27,NN,NN,5,ag
82,6,profile,27,34,NN,NN,5,profil
82,7,of,34,36,IN,IN,5,of
82,8,those,36,41,DT,DT,3,those
82,9,travelling,41,51,VBG,VB,3,travel
82,10,abroad,51,57,RB,RB,2,abroad
82,11,for,57,60,IN,IN,2,for
82,12,a,60,61,DT,DT,1,a
82,13,termination,61,72,NN,NN,1,termin
82,14,.,72,73,.,.,9,.
83,0,I,0,1,PRP,WP,9,I
83,1,have,1,5,VBP,VB,9,have
83,2,received,5,13,VBN,VB,8,receiv
83,3,several,13,20,JJ,JJ,7,sever
83,4,emails,20,26,NNS,NN,7,email
83,5,from,26,30,IN,IN,7,from
83,6,people,30,36,NNS,NN,5,peopl
83,7,which,36,41,WDT,WDT,4,which
83,8,",",41,42,",",",",5,","
83,9,to,42,44,TO,TO,3,to
83,10,say,44,47,VB,VB,2,sai
83,11,the,47,50,DT,DT,1,the
83,12,least,50,55,JJS,JJ,1,least
83,13,",",55,56,",",",",11,","
83,14,I,56,57,PRP,WP,10,I
83,15,find,57,61,VBP,VB,10,find
83,16,quite,61,66,RB,RB,9,quit
83,17,alarming,66,74,JJ,JJ,9,alarm
83,18,.,74,75,.,.,11,.
84,0,I,0,1,PRP,WP,22,I
84,1,am,1,3,VBP,VB,22,am
84,2,alarmed,3,10,VBN,VB,21,alarm
84,3,that,10,14,IN,IN,20,that
84,4,there,14,19,EX,EX,18,there
84,5,are,19,22,VBP,VB,18,ar
84,6,people,22,28,NNS,NN,16,peopl
84,7,in,28,30,IN,IN,16,in
84,8,our,30,33,PRP$,WP,15,our
84,9,society,33,40,NN,NN,15,societi
84,10,who,40,43,WP,WP,15,who
84,11,think,43,48,VBP,VB,14,think
84,12,this,48,52,DT,DT,13,thi
84,13,way,52,55,NN,NN,13,wai
84,14,because,55,62,IN,IN,13,becaus
84,15,in,62,64,IN,IN,11,in
84,16,their,64,69,PRP$,WP,10,their
84,17,emails,69,75,NNS,NN,10,email
84,18,they,75,79,PRP,WP,11,thei
84,19,are,79,82,VBP,VB,11,ar
84,20,effectively,82,93,RB,RB,10,effect
84,21,saying,93,99,VBG,VB,10,sai
84,22,the,99,102,DT,DT,8,the
84,23,women,102,107,NNS,NN,8,women
84,24,who,107,110,WP,WP,7,who
84,25,travel,110,116,NN,NN,6,travel
84,26,abroad,116,122,RB,RB,6,abroad
84,27,are,122,125,VBP,VB,6,ar
84,28,just,125,129,RB,RB,5,just
84,29,using,129,134,VBG,VB,5,us
84,30,abortion,134,142,NN,NN,4,abort
84,31,as,142,144,IN,IN,4,as
84,32,another,144,151,DT,DT,2,anoth
84,33,form,151,155,NN,NN,2,form
84,34,of,155,157,IN,IN,2,of
84,35,contraception,157,170,NN,NN,1,contracept
84,36,.,170,171,.,.,23,.
85,0,I,0,1,PRP,WP,3,I
85,1,find,1,5,VBP,VB,3,find
85,2,that,5,9,DT,DT,1,that
85,3,grossly,9,16,RB,RB,1,grossli
85,4,offensive,16,25,JJ,JJ,1,offens
85,5,.,25,26,.,.,4,.
86,0,I,0,1,PRP,WP,13,I
86,1,do,1,3,VBP,VB,13,do
86,2,not,3,6,RB,RB,13,not
86,3,know,6,10,VB,VB,12,know
86,4,of,10,12,IN,IN,11,of
86,5,any,12,15,DT,DT,9,ani
86,6,woman,15,20,NN,NN,9,woman
86,7,who,20,23,WP,WP,8,who
86,8,will,23,27,MD,MD,7,will
86,9,get,27,30,VB,VB,5,get
86,10,onto,30,34,IN,IN,4,onto
86,11,an,34,36,DT,DT,3,an
86,12,aeroplane,36,45,NN,NN,3,aeroplan
86,13,lightly,45,52,RB,RB,4,lightli
86,14,and,52,55,CC,CC,6,and
86,15,head,55,59,VB,VB,5,head
86,16,to,59,61,TO,TO,4,to
86,17,Liverpool,61,70,NNP,NN,3,Liverpool
86,18,",",70,71,",",",",3,","
86,19,Birmingham,71,81,NNP,NN,3,Birmingham
86,20,or,81,83,CC,CC,3,or
86,21,Holland,83,90,NNP,NN,3,Holland
86,22,for,90,93,IN,IN,4,for
86,23,a,93,94,DT,DT,2,a
86,24,termination,94,105,NN,NN,2,termin
86,25,of,105,107,IN,IN,2,of
86,26,a,107,108,DT,DT,1,a
86,27,pregnancy,108,117,NN,NN,1,pregnanc
86,28,.,117,118,.,.,14,.
87,0,I,0,1,PRP,WP,15,I
87,1,know,1,5,VBP,VB,15,know
87,2,women,5,10,NNS,NN,13,women
87,3,who,10,13,WP,WP,12,who
87,4,have,13,17,VBP,VB,11,have
87,5,had,17,20,VBN,VB,10,had
87,6,terminations,20,32,NNS,NN,8,termin
87,7,",",32,33,",",",",9,","
87,8,an,33,35,DT,DT,7,an
87,9,issue,35,40,NN,NN,7,issu
87,10,with,40,44,IN,IN,6,with
87,11,which,44,49,WDT,WDT,5,which
87,12,they,49,53,PRP,WP,5,thei
87,13,grappled,53,61,VBD,VB,5,grappl
87,14,before,61,67,IN,IN,4,befor
87,15,they,67,71,PRP,WP,2,thei
87,16,made,71,75,VBD,VB,2,made
87,17,their,75,80,PRP$,WP,1,their
87,18,final,80,85,JJ,JJ,1,final
87,19,decision,85,93,NN,NN,1,decis
87,20,.,93,94,.,.,16,.
88,0,That,0,4,IN,IN,6,That
88,1,it,4,6,PRP,WP,4,it
88,2,is,6,8,VBZ,VB,4,is
88,3,just,8,12,RB,RB,3,just
88,4,another,12,19,DT,DT,2,anoth
88,5,form,19,23,NN,NN,2,form
88,6,of,23,25,IN,IN,2,of
88,7,contraception,25,38,NN,NN,1,contracept
88,8,is,38,40,VBZ,VB,6,is
88,9,a,40,41,DT,DT,4,a
88,10,grotesque,41,50,JJ,JJ,3,grotesqu
88,11,",",50,51,",",",",3,","
88,12,offensive,51,60,JJ,JJ,3,offens
88,13,view,60,64,NN,NN,4,view
88,14,of,64,66,IN,IN,4,of
88,15,women,66,71,NNS,NN,3,women
88,16,.,71,72,.,.,7,.
89,0,As,0,2,IN,IN,5,As
89,1,my,2,4,PRP$,WP,3,my
89,2,party,4,9,NN,NN,3,parti
89,3,has,9,12,VBZ,VB,3,ha
89,4,allowed,12,19,VBN,VB,2,allow
89,5,members,19,26,NNS,NN,1,member
89,6,a,26,27,DT,DT,1,a
89,7,free,27,31,JJ,JJ,1,free
89,8,vote,31,35,NN,NN,1,vote
89,9,",",35,36,",",",",6,","
89,10,I,36,37,PRP,WP,5,I
89,11,am,37,39,VBP,VB,5,am
89,12,speaking,39,47,VBG,VB,4,speak
89,13,in,47,49,IN,IN,3,in
89,14,a,49,50,DT,DT,2,a
89,15,personal,50,58,JJ,JJ,2,person
89,16,capacity,58,66,NN,NN,2,capac
89,17,.,66,67,.,.,6,.
90,0,I,0,1,PRP,WP,9,I
90,1,am,1,3,VBP,VB,9,am
90,2,speaking,3,11,VBG,VB,8,speak
90,3,as,11,13,IN,IN,6,as
90,4,a,13,14,DT,DT,5,a
90,5,Fianna,14,20,NNP,NN,5,Fianna
90,6,Fáil,20,24,NNP,NN,5,Fáil
90,7,Deputy,24,30,NNP,NN,5,Deputi
90,8,but,30,33,CC,CC,7,but
90,9,in,33,35,IN,IN,6,in
90,10,a,35,36,DT,DT,5,a
90,11,personal,36,44,JJ,JJ,5,person
90,12,capacity,44,52,NN,NN,5,capac
90,13,and,52,55,CC,CC,7,and
90,14,as,55,57,IN,IN,6,as
90,15,a,57,58,DT,DT,4,a
90,16,representative,58,72,NN,NN,4,repres
90,17,of,72,74,IN,IN,4,of
90,18,the,74,77,DT,DT,2,the
90,19,people,77,83,NNS,NN,2,peopl
90,20,of,83,85,IN,IN,2,of
90,21,Cork,85,89,NNP,NN,1,Cork
90,22,North,89,94,NNP,NN,1,North
90,23,Central,94,101,NNP,NN,1,Central
90,24,.,101,102,.,.,10,.
91,0,I,0,1,PRP,WP,24,I
91,1,leave,1,6,VBP,VB,24,leav
91,2,my,6,8,PRP$,WP,23,my
91,3,personal,8,16,JJ,JJ,23,person
91,4,and,16,19,CC,CC,23,and
91,5,political,19,28,JJ,JJ,23,polit
91,6,views,28,33,NNS,NN,23,view
91,7,outside,33,40,IN,IN,23,outsid
91,8,the,40,43,DT,DT,22,the
91,9,door,43,47,NN,NN,22,door
91,10,when,47,51,WRB,RB,22,when
91,11,I,51,52,PRP,WP,21,I
91,12,speak,52,57,VBP,VB,21,speak
91,13,about,57,62,IN,IN,20,about
91,14,these,62,67,DT,DT,19,these
91,15,issues,67,73,NNS,NN,19,issu
91,16,because,73,80,IN,IN,20,becaus
91,17,I,80,81,PRP,WP,18,I
91,18,have,81,85,VBP,VB,18,have
91,19,listened,85,93,VBN,VB,16,listen
91,20,to,93,95,TO,TO,15,to
91,21,the,95,98,DT,DT,14,the
91,22,evidence,98,106,NN,NN,14,evid
91,23,given,106,111,VBN,VB,15,given
91,24,at,111,113,IN,IN,14,at
91,25,the,113,116,DT,DT,13,the
91,26,committee,116,125,NN,NN,13,committe
91,27,",",125,126,",",",",17,","
91,28,heard,126,131,VBN,VB,16,heard
91,29,the,131,134,DT,DT,15,the
91,30,personal,134,142,JJ,JJ,15,person
91,31,testimonies,142,153,NNS,NN,15,testimoni
91,32,about,153,158,IN,IN,15,about
91,33,what,158,162,WP,WP,13,what
91,34,people,162,168,NNS,NN,12,peopl
91,35,had,168,171,VBD,VB,12,had
91,36,to,171,173,TO,TO,10,to
91,37,endure,173,179,VB,VB,9,endur
91,38,and,179,182,CC,CC,17,and
91,39,spoken,182,188,VBN,VB,16,spoken
91,40,to,188,190,TO,TO,15,to
91,41,individual,190,200,JJ,JJ,13,individu
91,42,constituents,200,212,NNS,NN,13,constitu
91,43,who,212,215,WP,WP,12,who
91,44,brought,215,222,VBD,VB,11,brought
91,45,to,222,224,TO,TO,10,to
91,46,my,224,226,PRP$,WP,9,my
91,47,attention,226,235,NN,NN,9,attent
91,48,the,235,238,DT,DT,9,the
91,49,challenges,238,248,NNS,NN,9,challeng
91,50,they,248,252,PRP,WP,7,thei
91,51,faced,252,257,VBD,VB,7,face
91,52,when,257,261,WRB,RB,5,when
91,53,they,261,265,PRP,WP,4,thei
91,54,received,265,273,VBD,VB,4,receiv
91,55,the,273,276,DT,DT,2,the
91,56,devastating,276,287,JJ,JJ,2,devast
91,57,news,287,291,NN,NN,2,new
91,58,of,291,293,IN,IN,2,of
91,59,a,293,294,DT,DT,1,a
91,60,fatal,294,299,JJ,JJ,1,fatal
91,61,foetal,299,305,JJ,JJ,1,foetal
91,62,abnormality,305,316,NN,NN,1,abnorm
91,63,or,316,318,CC,CC,17,or
91,64,",",318,319,",",",",17,","
91,65,in,319,321,IN,IN,16,in
91,66,some,321,325,DT,DT,14,some
91,67,cases,325,330,NNS,NN,14,case
91,68,",",330,331,",",",",15,","
91,69,a,331,332,DT,DT,14,a
91,70,foetal,332,338,JJ,JJ,14,foetal
91,71,abnormality,338,349,NN,NN,14,abnorm
91,72,and,349,352,CC,CC,15,and
91,73,the,352,355,DT,DT,13,the
91,74,decisions,355,364,NNS,NN,13,decis
91,75,they,364,368,PRP,WP,11,thei
91,76,had,368,371,VBD,VB,11,had
91,77,to,371,373,TO,TO,9,to
91,78,make,373,377,VB,VB,8,make
91,79,.,377,378,.,.,25,.
92,0,Space,0,5,NNP,NN,5,Space
92,1,should,5,11,MD,MD,5,should
92,2,be,11,13,VB,VB,4,be
92,3,given,13,18,VBN,VB,3,given
92,4,in,18,20,IN,IN,2,in
92,5,this,20,24,DT,DT,1,thi
92,6,debate,24,30,NN,NN,1,debat
92,7,.,30,31,.,.,6,.
93,0,If,0,2,IN,IN,14,If
93,1,we,2,4,PRP,WP,12,we
93,2,expect,4,10,VBP,VB,12,expect
93,3,the,10,13,DT,DT,10,the
93,4,people,13,19,NNS,NN,10,peopl
93,5,to,19,21,TO,TO,10,to
93,6,behave,21,27,VB,VB,9,behav
93,7,in,27,29,IN,IN,8,in
93,8,a,29,30,DT,DT,6,a
93,9,manner,30,36,NN,NN,6,manner
93,10,that,36,40,WDT,WDT,5,that
93,11,allows,40,46,VBZ,VB,4,allow
93,12,respect,46,53,NN,NN,2,respect
93,13,for,53,56,IN,IN,2,for
93,14,varying,56,63,VBG,VB,1,vari
93,15,views,63,68,NNS,NN,1,view
93,16,",",68,69,",",",",15,","
93,17,the,69,72,DT,DT,13,the
93,18,very,72,76,RB,RB,12,veri
93,19,least,76,81,JJS,JJ,12,least
93,20,we,81,83,PRP,WP,11,we
93,21,should,83,89,MD,MD,11,should
93,22,do,89,91,VB,VB,10,do
93,23,is,91,93,VBZ,VB,14,is
93,24,expect,93,99,VB,VB,13,expect
93,25,the,99,102,DT,DT,12,the
93,26,same,102,106,JJ,JJ,12,same
93,27,from,106,110,IN,IN,12,from
93,28,each,110,114,DT,DT,10,each
93,29,other,114,119,JJ,JJ,10,other
93,30,in,119,121,IN,IN,10,in
93,31,this,121,125,DT,DT,9,thi
93,32,House,125,130,NNP,NN,9,Hous
93,33,.,130,131,.,.,15,.
94,0,If,0,2,IN,IN,10,If
94,1,we,2,4,PRP,WP,8,we
94,2,are,4,7,VBP,VB,8,ar
94,3,to,7,9,TO,TO,6,to
94,4,lead,9,13,VB,VB,5,lead
94,5,by,13,15,IN,IN,4,by
94,6,example,15,22,NN,NN,2,exampl
94,7,in,22,24,IN,IN,2,in
94,8,any,24,27,DT,DT,1,ani
94,9,way,27,30,NN,NN,1,wai
94,10,",",30,31,",",",",11,","
94,11,we,31,33,PRP,WP,10,we
94,12,must,33,37,MD,MD,10,must
94,13,allow,37,42,VB,VB,9,allow
94,14,space,42,47,NN,NN,7,space
94,15,for,47,50,IN,IN,7,for
94,16,varying,50,57,VBG,VB,6,vari
94,17,views,57,62,NNS,NN,6,view
94,18,to,62,64,TO,TO,7,to
94,19,be,64,66,VB,VB,6,be
94,20,expressed,66,75,VBN,VB,5,express
94,21,.,75,76,.,.,11,.
95,0,Committee,0,9,NNP,NN,6,Committe
95,1,members,9,16,NNS,NN,6,member
95,2,held,16,20,VBD,VB,6,held
95,3,varying,20,27,VBG,VB,4,vari
95,4,views,27,32,NNS,NN,4,view
95,5,on,32,34,IN,IN,4,on
95,6,the,34,37,DT,DT,2,the
95,7,issues,37,43,NNS,NN,2,issu
95,8,before,43,49,IN,IN,2,befor
95,9,it,49,51,PRP,WP,1,it
95,10,",",51,52,",",",",8,","
95,11,but,52,55,CC,CC,8,but
95,12,majority,55,63,NN,NN,6,major
95,13,views,63,68,NNS,NN,6,view
95,14,were,68,72,VBD,VB,6,were
95,15,expressed,72,81,VBN,VB,5,express
95,16,in,81,83,IN,IN,4,in
95,17,a,83,84,DT,DT,2,a
95,18,number,84,90,NN,NN,2,number
95,19,of,90,92,IN,IN,2,of
95,20,areas,92,97,NNS,NN,1,area
95,21,.,97,98,.,.,8,.
96,0,The,0,3,DT,DT,12,The
96,1,Citizens,3,11,NNPS,NN,12,Citizen
96,2,',11,12,POS,POS,12,'
96,3,Assembly,12,20,NN,NN,13,Assembl
96,4,made,20,24,VBD,VB,13,made
96,5,recommendations,24,39,NNS,NN,12,recommend
96,6,to,39,41,TO,TO,11,to
96,7,allow,41,46,VB,VB,10,allow
96,8,a,46,47,DT,DT,9,a
96,9,termination,47,58,NN,NN,9,termin
96,10,for,58,61,IN,IN,9,for
96,11,various,61,68,JJ,JJ,7,variou
96,12,reasons,68,75,NNS,NN,7,reason
96,13,",",75,76,",",",",8,","
96,14,the,76,79,DT,DT,5,the
96,15,first,79,84,JJ,JJ,5,first
96,16,of,84,86,IN,IN,5,of
96,17,which,86,91,WDT,WDT,4,which
96,18,was,91,94,VBD,VB,5,wa
96,19,a,94,95,DT,DT,4,a
96,20,real,95,99,JJ,JJ,3,real
96,21,and,99,102,CC,CC,3,and
96,22,substantial,102,113,JJ,JJ,3,substanti
96,23,physical,113,121,JJ,JJ,4,physic
96,24,risk,121,125,NN,NN,4,risk
96,25,to,125,127,TO,TO,4,to
96,26,the,127,130,DT,DT,2,the
96,27,life,130,134,NN,NN,2,life
96,28,of,134,136,IN,IN,2,of
96,29,the,136,139,DT,DT,1,the
96,30,woman,139,144,NN,NN,1,woman
96,31,.,144,145,.,.,14,.
97,0,Reason,0,6,NNP,NN,6,Reason
97,1,No.,6,9,NN,NN,6,No.
97,2,2,9,10,CD,CD,6,2
97,3,was,10,13,VBD,VB,6,wa
97,4,a,13,14,DT,DT,4,a
97,5,real,14,18,JJ,JJ,4,real
97,6,and,18,21,CC,CC,4,and
97,7,substantial,21,32,JJ,JJ,4,substanti
97,8,risk,32,36,NN,NN,4,risk
97,9,to,36,38,TO,TO,4,to
97,10,the,38,41,DT,DT,2,the
97,11,life,41,45,NN,NN,2,life
97,12,of,45,47,IN,IN,2,of
97,13,the,47,50,DT,DT,1,the
97,14,woman,50,55,NN,NN,1,woman
97,15,by,55,57,IN,IN,5,by
97,16,suicide,57,64,NN,NN,4,suicid
97,17,.,64,65,.,.,7,.
98,0,Reason,0,6,NNP,NN,5,Reason
98,1,No.,6,9,NN,NN,5,No.
98,2,3,9,10,CD,CD,5,3
98,3,was,10,13,VBD,VB,5,wa
98,4,a,13,14,DT,DT,4,a
98,5,serious,14,21,JJ,JJ,4,seriou
98,6,risk,21,25,NN,NN,4,risk
98,7,to,25,27,TO,TO,4,to
98,8,the,27,30,DT,DT,2,the
98,9,health,30,36,NN,NN,2,health
98,10,of,36,38,IN,IN,2,of
98,11,the,38,41,DT,DT,1,the
98,12,woman,41,46,NN,NN,1,woman
98,13,.,46,47,.,.,6,.
99,0,Reason,0,6,NNP,NN,5,Reason
99,1,No.,6,9,NN,NN,5,No.
99,2,4,9,10,CD,CD,5,4
99,3,was,10,13,VBD,VB,5,wa
99,4,a,13,14,DT,DT,4,a
99,5,serious,14,21,JJ,JJ,4,seriou
99,6,risk,21,25,NN,NN,4,risk
99,7,to,25,27,TO,TO,4,to
99,8,the,27,30,DT,DT,2,the
99,9,mental,30,36,JJ,JJ,2,mental
99,10,health,36,42,NN,NN,2,health
99,11,of,42,44,IN,IN,2,of
99,12,the,44,47,DT,DT,1,the
99,13,woman,47,52,NN,NN,1,woman
99,14,.,52,53,.,.,6,.
100,0,Reason,0,6,NNP,NN,5,Reason
100,1,No.,6,9,NN,NN,5,No.
100,2,5,9,10,CD,CD,5,5
100,3,was,10,13,VBD,VB,5,wa
100,4,a,13,14,DT,DT,4,a
100,5,serious,14,21,JJ,JJ,4,seriou
100,6,risk,21,25,NN,NN,4,risk
100,7,to,25,27,TO,TO,4,to
100,8,the,27,30,DT,DT,2,the
100,9,health,30,36,NN,NN,2,health
100,10,of,36,38,IN,IN,2,of
100,11,the,38,41,DT,DT,1,the
100,12,woman,41,46,NN,NN,1,woman
100,13,.,46,47,.,.,6,.
101,0,Reason,0,6,NNP,NN,6,Reason
101,1,No.,6,9,NN,NN,6,No.
101,2,6,9,10,CD,CD,6,6
101,3,was,10,13,VBD,VB,6,wa
101,4,a,13,14,DT,DT,4,a
101,5,risk,14,18,NN,NN,4,risk
101,6,to,18,20,TO,TO,4,to
101,7,the,20,23,DT,DT,2,the
101,8,physical,23,31,JJ,JJ,2,physic
101,9,health,31,37,NN,NN,2,health
101,10,of,37,39,IN,IN,2,of
101,11,the,39,42,DT,DT,1,the
101,12,woman,42,47,NN,NN,1,woman
101,13,.,47,48,.,.,7,.
102,0,Reason,0,6,NNP,NN,6,Reason
102,1,No.,6,9,NN,NN,6,No.
102,2,7,9,10,CD,CD,6,7
102,3,was,10,13,VBD,VB,6,wa
102,4,a,13,14,DT,DT,4,a
102,5,risk,14,18,NN,NN,4,risk
102,6,to,18,20,TO,TO,4,to
102,7,the,20,23,DT,DT,2,the
102,8,mental,23,29,JJ,JJ,2,mental
102,9,health,29,35,NN,NN,2,health
102,10,of,35,37,IN,IN,2,of
102,11,the,37,40,DT,DT,1,the
102,12,woman,40,45,NN,NN,1,woman
102,13,.,45,46,.,.,7,.
103,0,Reason,0,6,NNP,NN,6,Reason
103,1,No.,6,9,NN,NN,6,No.
103,2,8,9,10,CD,CD,6,8
103,3,was,10,13,VBD,VB,6,wa
103,4,a,13,14,DT,DT,4,a
103,5,risk,14,18,NN,NN,4,risk
103,6,to,18,20,TO,TO,4,to
103,7,the,20,23,DT,DT,2,the
103,8,health,23,29,NN,NN,2,health
103,9,of,29,31,IN,IN,2,of
103,10,the,31,34,DT,DT,1,the
103,11,woman,34,39,NN,NN,1,woman
103,12,.,39,40,.,.,7,.
104,0,Reason,0,6,NNP,NN,6,Reason
104,1,No.,6,9,NN,NN,6,No.
104,2,9,9,10,CD,CD,6,9
104,3,was,10,13,VBD,VB,6,wa
104,4,pregnancy,13,22,NN,NN,4,pregnanc
104,5,as,22,24,IN,IN,4,as
104,6,a,24,25,DT,DT,2,a
104,7,result,25,31,NN,NN,2,result
104,8,of,31,33,IN,IN,2,of
104,9,rape,33,37,NN,NN,1,rape
104,10,.,37,38,.,.,7,.
105,0,As,0,2,IN,IN,5,As
105,1,a,2,3,DT,DT,4,a
105,2,committee,3,12,NN,NN,4,committe
105,3,",",12,13,",",",",6,","
105,4,we,13,15,PRP,WP,4,we
105,5,concurred,15,24,VBD,VB,4,concur
105,6,",",24,25,",",",",6,","
105,7,by,25,27,IN,IN,5,by
105,8,and,27,30,CC,CC,5,and
105,9,large,30,35,JJ,JJ,5,larg
105,10,",",35,36,",",",",6,","
105,11,with,36,40,IN,IN,5,with
105,12,the,40,43,DT,DT,3,the
105,13,recommendations,43,58,NNS,NN,3,recommend
105,14,of,58,60,IN,IN,3,of
105,15,the,60,63,DT,DT,1,the
105,16,Citizens,63,71,NNPS,NN,1,Citizen
105,17,',71,72,POS,POS,1,'
105,18,Assembly,72,80,NN,NN,2,Assembl
105,19,.,80,81,.,.,6,.
106,0,However,0,7,RB,RB,5,Howev
106,1,",",7,8,",",",",6,","
106,2,we,8,10,PRP,WP,5,we
106,3,did,10,13,VBD,VB,5,did
106,4,deviate,13,20,NN,NN,4,deviat
106,5,from,20,24,IN,IN,4,from
106,6,some,24,28,DT,DT,2,some
106,7,of,28,30,IN,IN,2,of
106,8,its,30,33,PRP$,WP,1,it
106,9,recommendations,33,48,NNS,NN,1,recommend
106,10,",",48,49,",",",",4,","
106,11,primarily,49,58,RB,RB,3,primarili
106,12,in,58,60,IN,IN,4,in
106,13,the,60,63,DT,DT,2,the
106,14,area,63,67,NN,NN,2,area
106,15,of,67,69,IN,IN,2,of
106,16,disability,69,79,NN,NN,1,disabl
106,17,.,79,80,.,.,6,.
107,0,We,0,2,PRP,WP,8,We
107,1,were,2,6,VBD,VB,8,were
107,2,very,6,10,RB,RB,7,veri
107,3,clear,10,15,JJ,JJ,7,clear
107,4,that,15,19,IN,IN,7,that
107,5,disability,19,29,NN,NN,5,disabl
107,6,should,29,35,MD,MD,5,should
107,7,not,35,38,RB,RB,5,not
107,8,be,38,40,VB,VB,4,be
107,9,a,40,41,DT,DT,2,a
107,10,ground,41,47,NN,NN,2,ground
107,11,for,47,50,IN,IN,2,for
107,12,a,50,51,DT,DT,1,a
