sentence_id,token_id,word,left_edge,right_edge,tag,tag_equiv,depth,stem
0,0,I,0,1,PRP,WP,15,I
0,1,welcome,1,8,VBP,VB,15,welcom
0,2,the,8,11,DT,DT,13,the
0,3,opportunity,11,22,NN,NN,13,opportun
0,4,to,22,24,TO,TO,13,to
0,5,speak,24,29,VB,VB,12,speak
0,6,on,29,31,IN,IN,11,on
0,7,this,31,35,DT,DT,9,thi
0,8,divisive,35,43,JJ,JJ,9,divis
0,9,issue,43,48,NN,NN,9,issu
0,10,",",48,49,",",",",10,","
0,11,which,49,54,WDT,WDT,8,which
0,12,has,54,57,VBZ,VB,7,ha
0,13,been,57,61,VBN,VB,6,been
0,14,at,61,63,IN,IN,5,at
0,15,the,63,66,DT,DT,3,the
0,16,heart,66,71,NN,NN,3,heart
0,17,of,71,73,IN,IN,3,of
0,18,debate,73,79,NN,NN,2,debat
0,19,since,79,84,IN,IN,5,sinc
0,20,1983,84,88,CD,CD,3,1983
0,21,and,88,91,CC,CC,4,and
0,22,the,91,94,DT,DT,2,the
0,23,insertion,94,103,NN,NN,2,insert
0,24,of,103,105,IN,IN,2,of
0,25,Article,105,112,NNP,NN,1,Articl
0,26,40.3.3,112,118,CD,CD,1,40.3.3
0,27,°,118,119,NNS,NN,1,°
1,0,into,0,4,IN,IN,2,into
1,1,the,4,7,DT,DT,1,the
1,2,Constitution,7,19,NNP,NN,1,Constitut
1,3,.,19,20,.,.,3,.
2,0,Like,0,4,IN,IN,12,Like
2,1,the,4,7,DT,DT,11,the
2,2,Minister,7,15,NNP,NN,11,Minist
2,3,",",15,16,",",",",13,","
2,4,I,16,17,PRP,WP,12,I
2,5,was,17,20,VBD,VB,12,wa
2,6,too,20,23,RB,RB,11,too
2,7,young,23,28,JJ,JJ,11,young
2,8,to,28,30,TO,TO,9,to
2,9,vote,30,34,VB,VB,8,vote
2,10,in,34,36,IN,IN,7,in
2,11,that,36,40,DT,DT,6,that
2,12,campaign,40,48,NN,NN,6,campaign
2,13,",",48,49,",",",",8,","
2,14,although,49,57,IN,IN,7,although
2,15,I,57,58,PRP,WP,5,I
2,16,am,58,60,VBP,VB,5,am
2,17,a,60,61,DT,DT,1,a
2,18,few,61,64,JJ,JJ,1,few
2,19,years,64,69,NNS,NN,2,year
2,20,older,69,74,JJR,JJ,3,older
2,21,than,74,78,IN,IN,3,than
2,22,him,78,81,PRP,WP,2,him
2,23,.,81,82,.,.,13,.
3,0,I,0,1,PRP,WP,11,I
3,1,was,1,4,VBD,VB,11,wa
3,2,only,4,8,RB,RB,9,onli
3,3,three,8,13,CD,CD,9,three
3,4,years,13,18,NNS,NN,9,year
3,5,short,18,23,JJ,JJ,10,short
3,6,of,23,25,IN,IN,9,of
3,7,being,25,30,VBG,VB,7,be
3,8,able,30,34,JJ,JJ,6,abl
3,9,to,34,36,TO,TO,4,to
3,10,vote,36,40,VB,VB,3,vote
3,11,in,40,42,IN,IN,2,in
3,12,1983,42,46,CD,CD,1,1983
3,13,.,46,47,.,.,12,.
4,0,All,0,3,DT,DT,15,All
4,1,of,3,5,IN,IN,15,of
4,2,this,5,9,DT,DT,14,thi
4,3,indicates,9,18,VBZ,VB,16,indic
4,4,that,18,22,IN,IN,15,that
4,5,there,22,27,EX,EX,13,there
4,6,is,27,29,VBZ,VB,13,is
4,7,a,29,30,DT,DT,11,a
4,8,large,30,35,JJ,JJ,11,larg
4,9,swathe,35,41,NN,NN,11,swath
4,10,of,41,43,IN,IN,11,of
4,11,people,43,49,NNS,NN,9,peopl
4,12,who,49,52,WP,WP,8,who
4,13,have,52,56,VBP,VB,7,have
4,14,never,56,61,RB,RB,6,never
4,15,had,61,64,VBN,VB,6,had
4,16,an,64,66,DT,DT,5,an
4,17,opportunity,66,77,NN,NN,5,opportun
4,18,to,77,79,TO,TO,4,to
4,19,cast,79,83,VB,VB,3,cast
4,20,an,83,85,DT,DT,2,an
4,21,opinion,85,92,NN,NN,2,opinion
4,22,on,92,94,IN,IN,2,on
4,23,this,94,98,DT,DT,1,thi
4,24,issue,98,103,NN,NN,1,issu
4,25,.,103,104,.,.,17,.
5,0,It,0,2,PRP,WP,13,It
5,1,should,2,8,MD,MD,13,should
5,2,be,8,10,VB,VB,12,be
5,3,borne,10,15,VBN,VB,11,born
5,4,in,15,17,IN,IN,10,in
5,5,mind,17,21,NN,NN,9,mind
5,6,that,21,25,IN,IN,10,that
5,7,it,25,27,PRP,WP,8,it
5,8,is,27,29,VBZ,VB,8,is
5,9,primarily,29,38,RB,RB,7,primarili
5,10,women,38,43,NNS,NN,6,women
5,11,of,43,45,IN,IN,6,of
5,12,childbearing,45,57,VBG,VB,5,childbear
5,13,age,57,60,NN,NN,5,ag
5,14,who,60,63,WP,WP,3,who
5,15,are,63,66,VBP,VB,2,ar
5,16,most,66,70,RBS,RB,1,most
5,17,affected,70,78,VBN,VB,1,affect
5,18,",",78,79,",",",",15,","
5,19,yet,79,82,CC,CC,15,yet
5,20,they,82,86,PRP,WP,13,thei
5,21,have,86,90,VBP,VB,13,have
5,22,never,90,95,RB,RB,12,never
5,23,had,95,98,VBN,VB,12,had
5,24,an,98,100,DT,DT,11,an
5,25,opportunity,100,111,NN,NN,11,opportun
5,26,to,111,113,TO,TO,10,to
5,27,cast,113,117,VB,VB,9,cast
5,28,their,117,122,PRP$,WP,8,their
5,29,view,122,126,NN,NN,8,view
5,30,.,126,127,.,.,15,.
6,0,Since,0,5,IN,IN,6,Sinc
6,1,being,5,10,VBG,VB,4,be
6,2,appointed,10,19,VBN,VB,3,appoint
6,3,Fianna,19,25,NNP,NN,1,Fianna
6,4,Fáil,25,29,NNP,NN,1,Fáil
6,5,'s,29,31,POS,POS,1,'s
6,6,spokesperson,31,43,NN,NN,2,spokesperson
6,7,on,43,45,IN,IN,2,on
6,8,health,45,51,NN,NN,1,health
6,9,",",51,52,",",",",7,","
6,10,I,52,53,PRP,WP,6,I
6,11,have,53,57,VBP,VB,6,have
6,12,been,57,61,VBN,VB,5,been
6,13,grappling,61,70,VBG,VB,4,grappl
6,14,with,70,74,IN,IN,3,with
6,15,this,74,78,DT,DT,2,thi
6,16,issue,78,83,NN,NN,2,issu
6,17,.,83,84,.,.,7,.
7,0,We,0,2,PRP,WP,9,We
7,1,debated,2,9,VBN,VB,9,debat
7,2,it,9,11,PRP,WP,6,it
7,3,in,11,13,IN,IN,6,in
7,4,the,13,16,DT,DT,4,the
7,5,context,16,23,NN,NN,4,context
7,6,of,23,25,IN,IN,4,of
7,7,the,25,28,DT,DT,2,the
7,8,Protection,28,38,NNP,NN,2,Protect
7,9,of,38,40,IN,IN,2,of
7,10,Life,40,44,NNP,NN,1,Life
7,11,During,44,50,IN,IN,7,Dure
7,12,Pregnancy,50,59,NNP,NN,6,Pregnanc
7,13,Act,59,62,NNP,NN,6,Act
7,14,.,62,63,.,.,10,.
8,0,I,0,1,PRP,WP,4,I
8,1,sat,1,4,VBD,VB,4,sat
8,2,on,4,6,IN,IN,3,on
8,3,the,6,9,DT,DT,2,the
8,4,committee,9,18,NN,NN,2,committe
8,5,chaired,18,25,VBD,VB,5,chair
8,6,by,25,27,IN,IN,4,by
8,7,now,27,30,RB,RB,3,now
8,8,Senator,30,37,NNP,NN,4,Senat
8,9,Buttimer,37,45,NNP,NN,4,Buttim
8,10,that,45,49,WDT,WDT,3,that
8,11,formulated,49,59,VBN,VB,2,formul
8,12,that,59,63,DT,DT,1,that
8,13,debate,63,69,NN,NN,1,debat
8,14,.,69,70,.,.,6,.
9,0,It,0,2,PRP,WP,15,It
9,1,was,2,5,VBD,VB,15,wa
9,2,insightful,5,15,JJ,JJ,14,insight
9,3,because,15,22,IN,IN,14,becaus
9,4,that,22,26,DT,DT,12,that
9,5,was,26,29,VBD,VB,12,wa
9,6,the,29,32,DT,DT,11,the
9,7,first,32,37,JJ,JJ,11,first
9,8,time,37,41,NN,NN,11,time
9,9,that,41,45,IN,IN,11,that
9,10,we,45,47,PRP,WP,7,we
9,11,as,47,49,IN,IN,7,as
9,12,an,49,51,DT,DT,6,an
9,13,Oireachtas,51,61,NNPS,NN,6,Oireachta
9,14,tried,61,66,VBD,VB,8,tri
9,15,to,66,68,TO,TO,6,to
9,16,deal,68,72,VB,VB,5,deal
9,17,with,72,76,IN,IN,4,with
9,18,the,76,79,DT,DT,2,the
9,19,issue,79,84,NN,NN,2,issu
9,20,in,84,86,IN,IN,2,in
9,21,a,86,87,DT,DT,1,a
9,22,non-political,87,100,JJ,JJ,1,non-polit
9,23,way,100,103,NN,NN,1,wai
9,24,",",103,104,",",",",8,","
9,25,recognising,104,115,VBG,VB,6,recognis
9,26,that,115,119,IN,IN,5,that
9,27,it,119,121,PRP,WP,3,it
9,28,was,121,124,VBD,VB,3,wa
9,29,socially,124,132,RB,RB,2,social
9,30,divisive,132,140,JJ,JJ,2,divis
9,31,and,140,143,CC,CC,10,and
9,32,people,143,149,NNS,NN,8,peopl
9,33,had,149,152,VBD,VB,8,had
9,34,strong,152,158,JJ,JJ,6,strong
9,35,feelings,158,166,NNS,NN,6,feel
9,36,on,166,168,IN,IN,6,on
9,37,it,168,170,PRP,WP,5,it
9,38,.,170,171,.,.,16,.
10,0,My,0,2,PRP$,WP,3,My
10,1,leader,2,8,NN,NN,3,leader
10,2,",",8,9,",",",",4,","
10,3,Deputy,9,15,NNP,NN,3,Deputi
10,4,Micheál,15,22,NNP,NN,3,Micheál
10,5,Martin,22,28,NNP,NN,3,Martin
10,6,",",28,29,",",",",4,","
10,7,subsequently,29,41,RB,RB,2,subsequ
10,8,allowed,41,48,VBD,VB,3,allow
10,9,us,48,50,PRP,WP,1,us
10,10,a,50,51,DT,DT,1,a
10,11,free,51,55,JJ,JJ,1,free
10,12,vote,55,59,NN,NN,1,vote
10,13,-,59,60,:,:,4,-
10,14,a,60,61,DT,DT,2,a
10,15,vote,61,65,NN,NN,2,vote
10,16,of,65,67,IN,IN,2,of
10,17,conscience,67,77,NN,NN,1,conscienc
10,18,.,77,78,.,.,5,.
11,0,Some,0,4,DT,DT,5,Some
11,1,parties,4,11,NNS,NN,5,parti
11,2,have,11,15,VBP,VB,5,have
11,3,followed,15,23,VBN,VB,4,follow
11,4,us,23,25,PRP,WP,3,us
11,5,in,25,27,IN,IN,3,in
11,6,that,27,31,DT,DT,2,that
11,7,while,31,36,IN,IN,3,while
11,8,others,36,42,NNS,NN,1,other
11,9,have,42,46,VBP,VB,1,have
11,10,not,46,49,RB,RB,1,not
11,11,.,49,50,.,.,6,.
12,0,That,0,4,DT,DT,2,That
12,1,is,4,6,VBZ,VB,2,is
12,2,entirely,6,14,RB,RB,1,entir
12,3,their,14,19,PRP$,WP,1,their
12,4,entitlement,19,30,NN,NN,1,entitl
12,5,.,30,31,.,.,3,.
13,0,It,0,2,PRP,WP,9,It
13,1,is,2,4,VBZ,VB,9,is
13,2,not,4,7,RB,RB,9,not
13,3,for,7,10,IN,IN,8,for
13,4,me,10,12,PRP,WP,6,me
13,5,to,12,14,TO,TO,6,to
13,6,say,14,17,VB,VB,5,sai
13,7,whether,17,24,IN,IN,4,whether
13,8,they,24,28,PRP,WP,2,thei
13,9,should,28,34,MD,MD,1,should
13,10,or,34,36,CC,CC,2,or
13,11,should,36,42,MD,MD,1,should
13,12,not,42,45,RB,RB,1,not
13,13,.,45,46,.,.,10,.
14,0,Since,0,5,IN,IN,10,Sinc
14,1,being,5,10,VBG,VB,8,be
14,2,appointed,10,19,VBN,VB,7,appoint
14,3,health,19,25,NN,NN,6,health
14,4,spokesperson,25,37,NN,NN,6,spokesperson
14,5,",",37,38,",",",",11,","
14,6,I,38,39,PRP,WP,10,I
14,7,have,39,43,VBP,VB,10,have
14,8,tried,43,48,VBN,VB,8,tri
14,9,to,48,50,TO,TO,6,to
14,10,take,50,54,VB,VB,5,take
14,11,the,54,57,DT,DT,4,the
14,12,political,57,66,JJ,JJ,4,polit
14,13,element,66,73,NN,NN,4,element
14,14,out,73,76,RP,RP,4,out
14,15,of,76,78,IN,IN,4,of
14,16,this,78,82,DT,DT,3,thi
14,17,issue,82,87,NN,NN,3,issu
14,18,",",87,88,",",",",9,","
14,19,given,88,93,VBN,VB,8,given
14,20,that,93,97,IN,IN,7,that
14,21,it,97,99,PRP,WP,5,it
14,22,has,99,102,VBZ,VB,5,ha
14,23,been,102,106,VBN,VB,4,been
14,24,charged,106,113,VBN,VB,3,charg
14,25,for,113,116,IN,IN,2,for
14,26,a,116,117,DT,DT,1,a
14,27,long,117,121,JJ,JJ,1,long
14,28,time,121,125,NN,NN,1,time
14,29,and,125,128,CC,CC,9,and
14,30,has,128,131,VBZ,VB,8,ha
14,31,occasionally,131,143,RB,RB,7,occasion
14,32,been,143,147,VBN,VB,7,been
14,33,used,147,151,VBN,VB,6,us
14,34,by,151,153,IN,IN,5,by
14,35,political,153,162,JJ,JJ,3,polit
14,36,parties,162,169,NNS,NN,3,parti
14,37,of,169,171,IN,IN,3,of
14,38,all,171,174,DT,DT,1,all
14,39,persuasions,174,185,NNS,NN,1,persuas
14,40,and,185,188,CC,CC,2,and
14,41,none,188,192,NN,NN,1,none
14,42,.,192,193,.,.,11,.
15,0,We,0,2,PRP,WP,4,We
15,1,have,2,6,VBP,VB,4,have
15,2,gone,6,10,VBN,VB,3,gone
15,3,beyond,10,16,IN,IN,2,beyond
15,4,that,16,20,DT,DT,1,that
15,5,now,20,23,RB,RB,2,now
15,6,.,23,24,.,.,5,.
16,0,Our,0,3,PRP$,WP,9,Our
16,1,society,3,10,NN,NN,9,societi
16,2,is,10,12,VBZ,VB,9,is
16,3,mature,12,18,JJ,JJ,8,matur
16,4,enough,18,24,RB,RB,8,enough
16,5,to,24,26,TO,TO,6,to
16,6,have,26,30,VB,VB,5,have
16,7,a,30,31,DT,DT,4,a
16,8,respectful,31,41,JJ,JJ,3,respect
16,9,",",41,42,",",",",3,","
16,10,incisive,42,50,JJ,JJ,3,incis
16,11,and,50,53,CC,CC,3,and
16,12,decisive,53,61,JJ,JJ,3,decis
16,13,debate,61,67,NN,NN,4,debat
16,14,on,67,69,IN,IN,4,on
16,15,this,69,73,DT,DT,3,thi
16,16,issue,73,78,NN,NN,3,issu
16,17,",",78,79,",",",",5,","
16,18,with,79,83,IN,IN,4,with
16,19,the,83,86,DT,DT,2,the
16,20,people,86,92,NNS,NN,2,peopl
16,21,ultimately,92,102,RB,RB,1,ultim
16,22,deciding,102,110,VBG,VB,2,decid
16,23,.,110,111,.,.,10,.
17,0,I,0,1,PRP,WP,3,I
17,1,also,1,5,RB,RB,3,also
17,2,sat,5,8,VBD,VB,3,sat
17,3,on,8,10,IN,IN,2,on
17,4,the,10,13,DT,DT,1,the
17,5,joint,13,18,JJ,JJ,1,joint
17,6,Oireachtas,18,28,NNP,NN,1,Oireachta
17,7,committee,28,37,NN,NN,1,committe
17,8,.,37,38,.,.,4,.
18,0,I,0,1,PRP,WP,7,I
18,1,pay,1,4,VBP,VB,7,pai
18,2,tribute,4,11,NN,NN,6,tribut
18,3,to,11,13,TO,TO,6,to
18,4,the,13,16,DT,DT,4,the
18,5,Citizens,16,24,NNPS,NN,4,Citizen
18,6,',24,25,POS,POS,4,'
18,7,Assembly,25,33,NN,NN,5,Assembl
18,8,",",33,34,",",",",9,","
18,9,chaired,34,41,VBD,VB,8,chair
18,10,by,41,43,IN,IN,7,by
18,11,Ms,43,45,NNP,NN,6,Ms
18,12,Justice,45,52,NNP,NN,6,Justic
18,13,Mary,52,56,NNP,NN,7,Mari
18,14,Laffoy,56,62,NNP,NN,7,Laffoi
18,15,",",62,63,",",",",8,","
18,16,who,63,66,WP,WP,6,who
18,17,outlined,66,74,VBD,VB,5,outlin
18,18,the,74,77,DT,DT,2,the
18,19,assembly,77,85,NN,NN,2,assembl
18,20,'s,85,87,POS,POS,2,'s
18,21,workings,87,95,NNS,NN,3,work
18,22,and,95,98,CC,CC,4,and
18,23,the,98,101,DT,DT,2,the
18,24,reasoning,101,110,NN,NN,2,reason
18,25,behind,110,116,IN,IN,2,behind
18,26,its,116,119,PRP$,WP,1,it
18,27,conclusions,119,130,NNS,NN,1,conclus
18,28,and,130,133,CC,CC,1,and
18,29,recommendations,133,148,NNS,NN,1,recommend
18,30,.,148,149,.,.,9,.
19,0,Our,0,3,PRP$,WP,7,Our
19,1,committee,3,12,NN,NN,7,committe
19,2,was,12,15,VBD,VB,7,wa
19,3,charged,15,22,VBN,VB,6,charg
19,4,by,22,24,IN,IN,5,by
19,5,the,24,27,DT,DT,4,the
19,6,Oireachtas,27,37,NNPS,NN,4,Oireachta
19,7,to,37,39,TO,TO,4,to
19,8,examine,39,46,VB,VB,2,examin
19,9,those,46,51,DT,DT,1,those
19,10,recommendations,51,66,NNS,NN,1,recommend
19,11,and,66,69,CC,CC,3,and
19,12,reach,69,74,VB,VB,2,reach
19,13,our,74,77,PRP$,WP,1,our
19,14,own,77,80,JJ,JJ,1,own
19,15,determinations,80,94,NNS,NN,1,determin
19,16,.,94,95,.,.,8,.
20,0,The,0,3,DT,DT,3,The
20,1,committee,3,12,NN,NN,3,committe
20,2,did,12,15,VBD,VB,3,did
20,3,not,15,18,RB,RB,3,not
20,4,reach,18,23,VB,VB,2,reach
20,5,a,23,24,DT,DT,1,a
20,6,unanimous,24,33,JJ,JJ,1,unanim
20,7,view,33,37,NN,NN,1,view
20,8,.,37,38,.,.,4,.
21,0,Rather,0,6,RB,RB,5,Rather
21,1,",",6,7,",",",",6,","
21,2,there,7,12,EX,EX,5,there
21,3,was,12,15,VBD,VB,5,wa
21,4,a,15,16,DT,DT,3,a
21,5,majority,16,24,NN,NN,3,major
21,6,view,24,28,NN,NN,3,view
21,7,and,28,31,CC,CC,4,and
21,8,a,31,32,DT,DT,3,a
21,9,dissenting,32,42,VBG,VB,3,dissent
21,10,view,42,46,NN,NN,3,view
21,11,",",46,47,",",",",5,","
21,12,with,47,51,IN,IN,4,with
21,13,varying,51,58,VBG,VB,2,vari
21,14,views,58,63,NNS,NN,2,view
21,15,even,63,67,RB,RB,2,even
21,16,within,67,73,IN,IN,2,within
21,17,those,73,78,DT,DT,1,those
21,18,.,78,79,.,.,6,.
22,0,I,0,1,PRP,WP,4,I
22,1,respect,1,8,VB,VB,4,respect
22,2,every,8,13,DT,DT,2,everi
22,3,one,13,16,NN,NN,2,on
22,4,of,16,18,IN,IN,2,of
22,5,those,18,23,DT,DT,1,those
22,6,views,23,28,NNS,NN,1,view
22,7,.,28,29,.,.,5,.
23,0,If,0,2,IN,IN,12,If
23,1,we,2,4,PRP,WP,10,we
23,2,are,4,7,VBP,VB,10,ar
23,3,to,7,9,TO,TO,8,to
23,4,allow,9,14,VB,VB,7,allow
23,5,the,14,17,DT,DT,6,the
23,6,people,17,23,NNS,NN,6,peopl
23,7,the,23,26,DT,DT,6,the
23,8,space,26,31,NN,NN,6,space
23,9,to,31,33,TO,TO,4,to
23,10,grapple,33,40,VB,VB,3,grappl
23,11,with,40,44,IN,IN,2,with
23,12,this,44,48,DT,DT,1,thi
23,13,issue,48,53,NN,NN,1,issu
23,14,",",53,54,",",",",13,","
23,15,we,54,56,PRP,WP,12,we
23,16,in,56,58,IN,IN,12,in
23,17,this,58,62,DT,DT,11,thi
23,18,Chamber,62,69,NNP,NN,11,Chamber
23,19,must,69,73,MD,MD,12,must
23,20,equally,73,80,RB,RB,11,equal
23,21,acknowledge,80,91,VB,VB,11,acknowledg
23,22,that,91,95,IN,IN,10,that
23,23,people,95,101,NNS,NN,8,peopl
23,24,have,101,105,VBP,VB,8,have
23,25,deeply,105,111,RB,RB,6,deepli
23,26,held,111,115,VBN,VB,7,held
23,27,views,115,120,NNS,NN,5,view
23,28,-,120,121,:,:,6,-
23,29,morally,121,128,JJ,JJ,4,moral
23,30,",",128,129,",",",",5,","
23,31,ethically,129,138,JJ,JJ,4,ethic
23,32,and,138,141,CC,CC,5,and
23,33,even,141,145,RB,RB,4,even
23,34,religiously,145,156,VBN,VB,4,religi
23,35,.,156,157,.,.,13,.
24,0,That,0,4,DT,DT,16,That
24,1,aside,4,9,RB,RB,16,asid
24,2,",",9,10,",",",",18,","
24,3,my,10,12,PRP$,WP,17,my
24,4,personal,12,20,JJ,JJ,16,person
24,5,or,20,22,CC,CC,16,or
24,6,political,22,31,JJ,JJ,16,polit
24,7,discomfort,31,41,NN,NN,17,discomfort
24,8,is,41,43,VBZ,VB,17,is
24,9,nothing,43,50,NN,NN,15,noth
24,10,compared,50,58,VBN,VB,15,compar
24,11,with,58,62,IN,IN,14,with
24,12,the,62,65,DT,DT,12,the
24,13,discomfort,65,75,NN,NN,12,discomfort
24,14,caused,75,81,VBN,VB,12,caus
24,15,to,81,83,TO,TO,11,to
24,16,women,83,88,NNS,NN,7,women
24,17,every,88,93,DT,DT,7,everi
24,18,day,93,96,NN,NN,7,dai
24,19,of,96,98,IN,IN,8,of
24,20,the,98,101,DT,DT,6,the
24,21,week,101,105,NN,NN,6,week
24,22,who,105,108,WP,WP,5,who
24,23,are,108,111,VBP,VB,4,ar
24,24,grappling,111,120,VBG,VB,3,grappl
24,25,with,120,124,IN,IN,2,with
24,26,crisis,124,130,NN,NN,1,crisi
24,27,or,130,132,CC,CC,1,or
24,28,unwanted,132,140,JJ,JJ,1,unwant
24,29,pregnancies,140,151,NNS,NN,1,pregnanc
24,30,or,151,153,CC,CC,10,or
24,31,the,153,156,DT,DT,8,the
24,32,devastating,156,167,VBG,VB,8,devast
24,33,news,167,171,NN,NN,8,new
24,34,of,171,173,IN,IN,8,of
24,35,fatal,173,178,JJ,JJ,7,fatal
24,36,foetal,178,184,JJ,JJ,7,foetal
24,37,abnormalities,184,197,NNS,NN,7,abnorm
24,38,.,197,198,.,.,18,.
25,0,We,0,2,PRP,WP,5,We
25,1,must,2,6,MD,MD,5,must
25,2,be,6,8,VB,VB,4,be
25,3,conscious,8,17,JJ,JJ,3,consciou
25,4,of,17,19,IN,IN,2,of
25,5,that,19,23,WDT,WDT,1,that
25,6,.,23,24,.,.,6,.
26,0,The,0,3,DT,DT,8,The
26,1,Minister,3,11,NNP,NN,8,Minist
26,2,outlined,11,19,VBD,VB,8,outlin
26,3,that,19,23,IN,IN,7,that
26,4,"170,000",23,30,NNS,NN,5,"170,000"
26,5,plus,30,34,CC,CC,5,plu
26,6,women,34,39,NNS,NN,5,women
26,7,had,39,42,VBD,VB,5,had
26,8,left,42,46,VBN,VB,4,left
26,9,this,46,50,DT,DT,2,thi
26,10,State,50,55,NN,NN,2,State
26,11,for,55,58,IN,IN,2,for
26,12,terminations,58,70,NNS,NN,1,termin
26,13,.,70,71,.,.,9,.
27,0,We,0,2,PRP,WP,5,We
27,1,have,2,6,VBP,VB,5,have
27,2,been,6,10,VBN,VB,4,been
27,3,exporting,10,19,VBG,VB,3,export
27,4,our,19,22,PRP$,WP,2,our
27,5,problem,22,29,NN,NN,2,problem
27,6,for,29,32,IN,IN,2,for
27,7,a,32,33,DT,DT,1,a
27,8,long,33,37,JJ,JJ,1,long
27,9,time,37,41,NN,NN,1,time
27,10,.,41,42,.,.,6,.
28,0,It,0,2,PRP,WP,6,It
28,1,is,2,4,VBZ,VB,6,is
28,2,our,4,7,PRP$,WP,5,our
28,3,duty,7,11,NN,NN,5,duti
28,4,to,11,13,TO,TO,3,to
28,5,address,13,20,VB,VB,2,address
28,6,this,20,24,DT,DT,1,thi
28,7,issue,24,29,NN,NN,1,issu
28,8,.,29,30,.,.,7,.
29,0,With,0,4,IN,IN,9,With
29,1,the,4,7,DT,DT,6,the
29,2,best,7,11,JJS,JJ,6,best
29,3,will,11,15,NN,NN,6,will
29,4,in,15,17,IN,IN,6,in
29,5,the,17,20,DT,DT,5,the
29,6,world,20,25,NN,NN,5,world
29,7,",",25,26,",",",",8,","
29,8,and,26,29,CC,CC,8,and
29,9,although,29,37,IN,IN,7,although
29,10,people,37,43,NNS,NN,5,peopl
29,11,have,43,47,VBP,VB,5,have
29,12,varying,47,54,VBG,VB,3,vari
29,13,opinions,54,62,NNS,NN,3,opinion
29,14,on,62,64,IN,IN,3,on
29,15,this,64,68,DT,DT,2,thi
29,16,",",68,69,",",",",10,","
29,17,we,69,71,PRP,WP,9,we
29,18,can,71,74,MD,MD,9,can
29,19,not,74,77,RB,RB,9,not
29,20,do,77,79,VB,VB,8,do
29,21,anything,79,87,NN,NN,7,anyth
29,22,other,87,92,JJ,JJ,7,other
29,23,than,92,96,IN,IN,7,than
29,24,what,96,100,WP,WP,5,what
29,25,we,100,102,PRP,WP,4,we
29,26,have,102,106,VBP,VB,4,have
29,27,legislated,106,116,VBN,VB,3,legisl
29,28,for,116,119,IN,IN,2,for
29,29,already,119,126,RB,RB,1,alreadi
29,30,unless,126,132,IN,IN,7,unless
29,31,we,132,134,PRP,WP,5,we
29,32,repeal,134,140,VB,VB,4,repeal
29,33,",",140,141,",",",",5,","
29,34,amend,141,146,VB,VB,4,amend
29,35,or,146,148,CC,CC,5,or
29,36,replace,148,155,VB,VB,4,replac
29,37,Article,155,162,NNP,NN,3,Articl
29,38,40.3.3,162,168,CD,CD,3,40.3.3
29,39,°,168,169,NNS,NN,3,°
29,40,.,169,170,.,.,10,.
30,0,We,0,2,PRP,WP,9,We
30,1,have,2,6,VBP,VB,9,have
30,2,to,6,8,TO,TO,7,to
30,3,change,8,14,VB,VB,6,chang
30,4,what,14,18,WP,WP,4,what
30,5,is,18,20,VBZ,VB,3,is
30,6,in,20,22,IN,IN,2,in
30,7,our,22,25,PRP$,WP,1,our
30,8,Constitution,25,37,NN,NN,1,Constitut
30,9,.,37,38,.,.,10,.
31,0,That,0,4,DT,DT,7,That
31,1,will,4,8,MD,MD,7,will
31,2,be,8,10,VB,VB,6,be
31,3,the,10,13,DT,DT,4,the
31,4,first,13,18,JJ,JJ,4,first
31,5,step,18,22,NN,NN,4,step
31,6,towards,22,29,IN,IN,4,toward
31,7,addressing,29,39,VBG,VB,2,address
31,8,this,39,43,DT,DT,1,thi
31,9,issue,43,48,NN,NN,1,issu
31,10,.,48,49,.,.,8,.
32,0,It,0,2,PRP,WP,18,It
32,1,would,2,7,MD,MD,18,would
32,2,be,7,9,VB,VB,17,be
32,3,easy,9,13,JJ,JJ,16,easi
32,4,for,13,16,IN,IN,16,for
32,5,me,16,18,PRP,WP,14,me
32,6,and,18,21,CC,CC,14,and
32,7,others,21,27,NNS,NN,14,other
32,8,contributing,27,39,VBG,VB,14,contribut
32,9,in,39,41,IN,IN,13,in
32,10,this,41,45,DT,DT,12,thi
32,11,debate,45,51,NN,NN,12,debat
32,12,to,51,53,TO,TO,10,to
32,13,keep,53,57,VB,VB,8,keep
32,14,our,57,60,PRP$,WP,7,our
32,15,heads,60,65,NNS,NN,7,head
32,16,down,65,69,RP,RP,7,down
32,17,and,69,72,CC,CC,9,and
32,18,hope,72,76,VB,VB,8,hope
32,19,that,76,80,IN,IN,7,that
32,20,the,80,83,DT,DT,5,the
32,21,issue,83,88,NN,NN,5,issu
32,22,goes,88,92,VBZ,VB,5,goe
32,23,away,92,96,RP,RP,4,awai
32,24,but,96,99,CC,CC,4,but
32,25,",",99,100,",",",",5,","
32,26,as,100,102,IN,IN,4,as
32,27,a,102,103,DT,DT,2,a
32,28,generation,103,113,NN,NN,2,gener
32,29,of,113,115,IN,IN,2,of
32,30,politicians,115,126,NNS,NN,1,politician
32,31,",",126,127,",",",",20,","
32,32,we,127,129,PRP,WP,19,we
32,33,have,129,133,VBP,VB,19,have
32,34,to,133,135,TO,TO,17,to
32,35,deal,135,139,VB,VB,16,deal
32,36,with,139,143,IN,IN,15,with
32,37,it,143,145,PRP,WP,14,it
32,38,.,145,146,.,.,20,.
33,0,We,0,2,PRP,WP,15,We
33,1,have,2,6,VBP,VB,15,have
